4.460000000000000000e+02 1.340000000000000000e+03 8.000000000000000444e-01 1.385640646055101843e+00 0.000000000000000000e+00
6.020000000000000000e+02 1.355000000000000000e+03 1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.240000000000000000e+02 1.415000000000000000e+03 8.000000000000000444e-01 -1.385640646055101843e+00 0.000000000000000000e+00
4.770000000000000000e+02 1.459000000000000000e+03 -8.000000000000000444e-01 -1.385640646055101843e+00 0.000000000000000000e+00
3.030000000000000000e+02 1.442000000000000000e+03 -1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+02 1.379000000000000000e+03 -8.000000000000000444e-01 1.385640646055101843e+00 0.000000000000000000e+00
2.930000000000000000e+02 1.277000000000000000e+03 8.000000000000000444e-01 4.156921938165305974e+00 0.000000000000000000e+00
4.350000000000000000e+02 1.290000000000000000e+03 1.600000000000000089e+00 2.771281292110203687e+00 0.000000000000000000e+00
4.470000000000000000e+02 1.341000000000000000e+03 8.000000000000000444e-01 1.385640646055101843e+00 0.000000000000000000e+00
3.000000000000000000e+02 1.380000000000000000e+03 -8.000000000000000444e-01 1.385640646055101843e+00 0.000000000000000000e+00
1.440000000000000000e+02 1.363000000000000000e+03 -1.600000000000000089e+00 2.771281292110203687e+00 0.000000000000000000e+00
1.460000000000000000e+02 1.311000000000000000e+03 -8.000000000000000444e-01 4.156921938165305974e+00 0.000000000000000000e+00
1.630000000000000000e+02 1.222000000000000000e+03 8.000000000000000444e-01 6.928203230275508773e+00 0.000000000000000000e+00
2.930000000000000000e+02 1.237000000000000000e+03 1.600000000000000089e+00 5.542562584220407373e+00 0.000000000000000000e+00
2.930000000000000000e+02 1.277000000000000000e+03 8.000000000000000444e-01 4.156921938165305974e+00 0.000000000000000000e+00
1.460000000000000000e+02 1.311000000000000000e+03 -8.000000000000000444e-01 4.156921938165305974e+00 0.000000000000000000e+00
7.000000000000000000e+00 1.296000000000000000e+03 -1.600000000000000089e+00 5.542562584220407373e+00 0.000000000000000000e+00
2.100000000000000000e+01 1.253000000000000000e+03 -8.000000000000000444e-01 6.928203230275508773e+00 0.000000000000000000e+00
7.250000000000000000e+02 1.318000000000000000e+03 3.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.780000000000000000e+02 1.334000000000000000e+03 4.000000000000000000e+00 -1.385640646055101843e+00 0.000000000000000000e+00
9.150000000000000000e+02 1.385000000000000000e+03 3.200000000000000178e+00 -2.771281292110203687e+00 0.000000000000000000e+00
7.960000000000000000e+02 1.430000000000000000e+03 1.600000000000000089e+00 -2.771281292110203687e+00 0.000000000000000000e+00
6.240000000000000000e+02 1.414000000000000000e+03 8.000000000000000444e-01 -1.385640646055101843e+00 0.000000000000000000e+00
6.020000000000000000e+02 1.355000000000000000e+03 1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.580000000000000000e+02 1.260000000000000000e+03 3.200000000000000178e+00 2.771281292110203687e+00 0.000000000000000000e+00
6.990000000000000000e+02 1.272000000000000000e+03 4.000000000000000000e+00 1.385640646055101843e+00 0.000000000000000000e+00
7.250000000000000000e+02 1.318000000000000000e+03 3.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.020000000000000000e+02 1.355000000000000000e+03 1.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.470000000000000000e+02 1.341000000000000000e+03 8.000000000000000444e-01 1.385640646055101843e+00 0.000000000000000000e+00
4.360000000000000000e+02 1.290000000000000000e+03 1.600000000000000089e+00 2.771281292110203687e+00 0.000000000000000000e+00
4.160000000000000000e+02 1.210000000000000000e+03 3.200000000000000178e+00 5.542562584220407373e+00 0.000000000000000000e+00
5.430000000000000000e+02 1.220000000000000000e+03 4.000000000000000000e+00 4.156921938165305974e+00 0.000000000000000000e+00
5.600000000000000000e+02 1.260000000000000000e+03 3.200000000000000178e+00 2.771281292110204131e+00 0.000000000000000000e+00
4.350000000000000000e+02 1.290000000000000000e+03 1.600000000000000089e+00 2.771281292110204131e+00 0.000000000000000000e+00
2.930000000000000000e+02 1.277000000000000000e+03 8.000000000000000444e-01 4.156921938165305974e+00 0.000000000000000000e+00
2.930000000000000000e+02 1.235000000000000000e+03 1.600000000000000089e+00 5.542562584220407373e+00 0.000000000000000000e+00
1.760000000000000000e+02 1.124000000000000000e+03 3.200000000000000178e+00 1.108512516844081475e+01 0.000000000000000000e+00
2.860000000000000000e+02 1.133000000000000000e+03 4.000000000000000000e+00 9.699484522385713348e+00 0.000000000000000000e+00
2.870000000000000000e+02 1.163000000000000000e+03 3.200000000000000178e+00 8.313843876330611948e+00 0.000000000000000000e+00
1.640000000000000000e+02 1.186000000000000000e+03 1.600000000000000089e+00 8.313843876330611948e+00 0.000000000000000000e+00
5.000000000000000000e+01 1.176000000000000000e+03 8.000000000000000444e-01 9.699484522385713348e+00 0.000000000000000000e+00
5.700000000000000000e+01 1.146000000000000000e+03 1.600000000000000089e+00 1.108512516844081475e+01 0.000000000000000000e+00
1.183000000000000000e+03 1.361000000000000000e+03 5.600000000000000533e+00 -4.156921938165305974e+00 0.000000000000000000e+00
1.342000000000000000e+03 1.375000000000000000e+03 6.400000000000000355e+00 -5.542562584220407373e+00 0.000000000000000000e+00
1.422000000000000000e+03 1.434000000000000000e+03 5.600000000000000533e+00 -6.928203230275508773e+00 0.000000000000000000e+00
1.338000000000000000e+03 1.478000000000000000e+03 4.000000000000000000e+00 -6.928203230275508773e+00 0.000000000000000000e+00
1.144000000000000000e+03 1.466000000000000000e+03 3.200000000000000178e+00 -5.542562584220407373e+00 0.000000000000000000e+00
1.084000000000000000e+03 1.400000000000000000e+03 4.000000000000000000e+00 -4.156921938165305974e+00 0.000000000000000000e+00
9.790000000000000000e+02 1.298000000000000000e+03 5.600000000000000533e+00 -1.385640646055101843e+00 0.000000000000000000e+00
1.129000000000000000e+03 1.311000000000000000e+03 6.400000000000000355e+00 -2.771281292110203687e+00 0.000000000000000000e+00
1.182000000000000000e+03 1.361000000000000000e+03 5.600000000000000533e+00 -4.156921938165305974e+00 0.000000000000000000e+00
1.083000000000000000e+03 1.400000000000000000e+03 4.000000000000000000e+00 -4.156921938165305974e+00 0.000000000000000000e+00
9.150000000000000000e+02 1.385000000000000000e+03 3.200000000000000178e+00 -2.771281292110203687e+00 0.000000000000000000e+00
8.760000000000000000e+02 1.333000000000000000e+03 4.000000000000000000e+00 -1.385640646055101843e+00 0.000000000000000000e+00
8.020000000000000000e+02 1.244000000000000000e+03 5.600000000000000533e+00 1.385640646055101843e+00 0.000000000000000000e+00
9.400000000000000000e+02 1.255000000000000000e+03 6.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.790000000000000000e+02 1.298000000000000000e+03 5.600000000000000533e+00 -1.385640646055101843e+00 0.000000000000000000e+00
8.770000000000000000e+02 1.333000000000000000e+03 4.000000000000000000e+00 -1.385640646055101843e+00 0.000000000000000000e+00
7.240000000000000000e+02 1.317000000000000000e+03 3.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.990000000000000000e+02 1.271000000000000000e+03 4.000000000000000000e+00 1.385640646055101843e+00 0.000000000000000000e+00
6.480000000000000000e+02 1.198000000000000000e+03 5.600000000000000533e+00 4.156921938165305974e+00 0.000000000000000000e+00
7.770000000000000000e+02 1.207000000000000000e+03 6.400000000000000355e+00 2.771281292110203687e+00 0.000000000000000000e+00
8.020000000000000000e+02 1.243000000000000000e+03 5.600000000000000533e+00 1.385640646055101843e+00 0.000000000000000000e+00
7.000000000000000000e+02 1.271000000000000000e+03 4.000000000000000000e+00 1.385640646055101843e+00 0.000000000000000000e+00
5.590000000000000000e+02 1.260000000000000000e+03 3.200000000000000178e+00 2.771281292110203687e+00 0.000000000000000000e+00
5.430000000000000000e+02 1.221000000000000000e+03 4.000000000000000000e+00 4.156921938165305974e+00 0.000000000000000000e+00
1.214000000000000000e+03 1.278000000000000000e+03 8.000000000000000000e+00 -2.771281292110204131e+00 0.000000000000000000e+00
1.361000000000000000e+03 1.291000000000000000e+03 8.800000000000000711e+00 -4.156921938165305974e+00 0.000000000000000000e+00
1.425000000000000000e+03 1.335000000000000000e+03 8.000000000000000000e+00 -5.542562584220407373e+00 0.000000000000000000e+00
1.341000000000000000e+03 1.375000000000000000e+03 6.400000000000000355e+00 -5.542562584220407373e+00 0.000000000000000000e+00
1.182000000000000000e+03 1.361000000000000000e+03 5.600000000000000533e+00 -4.156921938165305974e+00 0.000000000000000000e+00
1.129000000000000000e+03 1.311000000000000000e+03 6.400000000000000355e+00 -2.771281292110204131e+00 0.000000000000000000e+00
1.030000000000000000e+03 1.227000000000000000e+03 8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.164000000000000000e+03 1.238000000000000000e+03 8.800000000000000711e+00 -1.385640646055101843e+00 0.000000000000000000e+00
1.214000000000000000e+03 1.278000000000000000e+03 8.000000000000000000e+00 -2.771281292110203687e+00 0.000000000000000000e+00
1.129000000000000000e+03 1.312000000000000000e+03 6.400000000000000355e+00 -2.771281292110203687e+00 0.000000000000000000e+00
9.790000000000000000e+02 1.297000000000000000e+03 5.600000000000000533e+00 -1.385640646055101843e+00 0.000000000000000000e+00
9.400000000000000000e+02 1.254000000000000000e+03 6.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.430000000000000000e+03 1.260000000000000000e+03 1.040000000000000036e+01 -4.156921938165305974e+00 0.000000000000000000e+00
